,Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",AprÃ¨s-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes
442,st-jean-montclar,Europe,France,Provence-Alpes-CÃ´te dâAzur,https://www.skiresort.info/ski-resort/st-jean-montclar/,2500.0,25.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,26.0,European Euro,3.3,3.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,courmayeur-checrouitval-veny,Europe,Italy,Aosta Valley (Valle d'Aosta),https://www.skiresort.info/ski-resort/courmayeur-checrouitval-veny/,2755.0,16.0,21.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,39.0,14.0,European Euro,3.2,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,cardrona,Australia and Oceania,New Zealand,South Island,https://www.skiresort.info/ski-resort/cardrona/,1860.0,9.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,70.0,0.0,New Zealand Dollar,3.0,3.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,mt-hutt,Australia and Oceania,New Zealand,South Island,https://www.skiresort.info/ski-resort/mt-hutt/,2086.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,79.0,0.0,New Zealand Dollar,3.0,3.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,windham-mountain,North America,USA,New York,https://www.skiresort.info/ski-resort/windham-mountain/,945.0,20.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,109.0,US Dollar,3.0,3.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,leysin,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/leysin/,2205.0,43.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,52.0,38.0,Swiss Franc,3.4,3.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,yanqing-national-alpine-ski-centre,Asia,China,Beijing,https://www.skiresort.info/ski-resort/yanqing-national-alpine-ski-centre/,2171.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2.7,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,san-domenico-alpe-ciamporino,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/san-domenico-alpe-ciamporino/,2500.0,5.7,12.8,14.1,0.0,0.0,0.0,0.0,0.0,0.0,39.0,35.0,29.0,European Euro,2.9,3.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,chapelco,South America,Argentina,NeuquÃ©n,https://www.skiresort.info/ski-resort/chapelco/,1970.0,15.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,0.0,4100.0,Argentine Peso,3.1,3.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,arizona-snowbowl,North America,USA,Arizona,https://www.skiresort.info/ski-resort/arizona-snowbowl/,3505.0,12.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,US Dollar,2.9,3.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,thaiwoo,Asia,China,Hebei,https://www.skiresort.info/ski-resort/thaiwoo/,2160.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,Chinese Yuan,2.5,2.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,le-lioran,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/le-lioran/,1850.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,27.1,23.2,European Euro,3.4,3.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,charmey,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/charmey/,1630.0,19.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,36.0,27.0,Swiss Franc,2.8,3.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,gazprom-mountain-resort,Russia,Southern Russia,Krasnodar,https://www.skiresort.info/ski-resort/gazprom-mountain-resort/,2256.0,17.3,26.3,9.2,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,2400.0,Russian ruble,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,mt-norquay-banff,North America,Canada,Alberta,https://www.skiresort.info/ski-resort/mt-norquay-banff/,2133.0,5.1,4.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,93.0,72.0,37.0,Canadian Dollar,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,goetschen-bischofswiesen,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/goetschen-bischofswiesen/,1280.0,2.9,1.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.5,15.0,European Euro,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,jungholz,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/jungholz/,1500.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,22.0,European Euro,2.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,snowworld-landgraaf,Europe,Netherlands,Limburg (Netherlands),https://www.skiresort.info/ski-resort/snowworld-landgraaf/,210.0,0.7,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,51.95,0.0,47.95,European Euro,1.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,nordkette-innsbruck,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/nordkette-innsbruck/,2256.0,0.5,13.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.4,19.8,European Euro,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,vals-3000-dachberg,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/vals-3000-dachberg/,2941.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,Swiss Franc,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,gschwandtkopf-seefeld,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/gschwandtkopf-seefeld/,1500.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,42.0,30.0,European Euro,2.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,lipno,Europe,Czech Republic,South Bohemian Region (JihoÄeskÃ½ kraj),https://www.skiresort.info/ski-resort/lipno/,900.0,10.9,2.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,920.0,750.0,Czech koruna,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,ochsenkopf,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/ochsenkopf/,1024.0,2.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,19.0,European Euro,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,oppdal,Europe,Norway,SÃ¸r-TrÃ¸ndelag,https://www.skiresort.info/ski-resort/oppdal/,1300.0,40.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,400.0,Norwegian krone,3.3,3.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,gulmarg-resort-kongdoori-aferwat,Asia,India,Jammu and Kashmir,https://www.skiresort.info/ski-resort/gulmarg-resort-kongdoori-aferwat/,3985.0,7.5,16.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,Indian rupee,2.9,3.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,zao-onsen,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/zao-onsen/,1661.0,20.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,3500.0,Japanese Yen,3.2,3.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,gourette-eaux-bonnes,Europe,France,New Aquitaine (Nouvelle-Aquitaine),https://www.skiresort.info/ski-resort/gourette-eaux-bonnes/,2450.0,18.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,32.5,European Euro,3.0,3.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,mount-parnassos-fterolakkakellaria,Europe,Greece,Central Greece,https://www.skiresort.info/ski-resort/mount-parnassos-fterolakkakellaria/,2260.0,18.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,15.0,European Euro,2.9,3.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,valchiavenna-madesimocampodolcino,Europe,Italy,Lombardy,https://www.skiresort.info/ski-resort/valchiavenna-madesimocampodolcino/,2948.0,15.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,37.0,25.0,European Euro,3.0,3.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,mt-hood-skibowl,North America,USA,Oregon,https://www.skiresort.info/ski-resort/mt-hood-skibowl/,1510.0,15.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,56.0,US Dollar,3.4,3.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,palandoeken-ejder-3200-world-ski-center,Asia,Turkey,Eastern Anatolia,https://www.skiresort.info/ski-resort/palandoeken-ejder-3200-world-ski-center/,3176.0,19.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,3.0,3.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,holiday-valley,North America,USA,New York,https://www.skiresort.info/ski-resort/holiday-valley/,685.0,16.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,72.0,US Dollar,3.0,3.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,gorny-vozdukh,Russia,Far Eastern Federal District,Sakhalin,https://www.skiresort.info/ski-resort/gorny-vozdukh/,745.0,15.5,7.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2.6,2.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,grand-targhee,North America,USA,Wyoming,https://www.skiresort.info/ski-resort/grand-targhee/,3048.0,5.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,53.0,US Dollar,2.9,3.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,takasu-snow-park,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/takasu-snow-park/,1550.0,10.8,7.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,2100.0,Japanese Yen,2.6,3.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,tufandag,Asia,Azerbaijan,Qabala,https://www.skiresort.info/ski-resort/tufandag/,1920.0,7.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,20.0,Azerbaijani manat,2.4,2.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,krasnaya-polyana-resort,Russia,Southern Russia,Krasnodar,https://www.skiresort.info/ski-resort/krasnaya-polyana-resort/,2172.0,7.5,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,2400.0,Russian ruble,2.9,3.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,zauberberg-semmering,Europe,Austria,Lower Austria (NiederÃ¶sterreich),https://www.skiresort.info/ski-resort/zauberberg-semmering/,1350.0,6.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,36.0,20.0,European Euro,2.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,rangger-koepfl-oberperfuss,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/rangger-koepfl-oberperfuss/,2000.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,17.5,European Euro,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,snow-dome-bispingen,Europe,Germany,Lower Saxony (Niedersachsen),https://www.skiresort.info/ski-resort/snow-dome-bispingen/,122.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,23.0,European Euro,1.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,santa-caterina-valfurva,Europe,Italy,Lombardy,https://www.skiresort.info/ski-resort/santa-caterina-valfurva/,2880.0,1.4,15.5,3.6,0.0,0.0,0.0,0.0,0.0,0.0,44.0,36.0,22.0,European Euro,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,winterberg-skiliftkarussell,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/winterberg-skiliftkarussell/,820.0,14.0,12.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,29.0,European Euro,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,oberaudorf-hocheck,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/oberaudorf-hocheck/,900.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.5,15.0,European Euro,2.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,maiko-snow-resort,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/maiko-snow-resort/,920.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,3000.0,Japanese Yen,2.8,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,mariborsko-pohorje-maribor,Europe,Slovenia,Podravska,https://www.skiresort.info/ski-resort/mariborsko-pohorje-maribor/,1327.0,23.5,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,14.0,European Euro,3.1,3.4,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,boi-tauell,Europe,Spain,Catalonia (Catalunya),https://www.skiresort.info/ski-resort/boi-tauell/,2751.0,9.5,21.7,13.8,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,29.0,European Euro,3.1,3.4,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,les-marecottes-salvan,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/les-marecottes-salvan/,2220.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,25.0,Swiss Franc,2.7,3.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,cannon-mountain,North America,USA,New Hampshire,https://www.skiresort.info/ski-resort/cannon-mountain/,1243.0,15.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,86.0,76.0,US Dollar,3.2,3.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,cambasi,Asia,Turkey,Black Sea Region (Karadeniz BÃ¶lgesi),https://www.skiresort.info/ski-resort/cambasi/,1998.0,6.2,6.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,Turkish lira,2.3,2.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,bakuriani,Asia,Georgia,Samtskhe-Javakheti,https://www.skiresort.info/ski-resort/bakuriani/,2702.0,2.3,13.2,13.5,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,25.0,Georgian Lari,2.8,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,abetoneval-di-luce,Europe,Italy,Tuscany (Toscana),https://www.skiresort.info/ski-resort/abetoneval-di-luce/,1892.0,14.2,28.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,44.0,36.0,15.0,European Euro,3.0,3.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,las-lenas,South America,Argentina,Mendoza,https://www.skiresort.info/ski-resort/las-lenas/,3430.0,5.0,12.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,4400.0,Argentine Peso,3.3,3.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,ovronnaz,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/ovronnaz/,2427.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,47.0,33.0,Swiss Franc,2.9,3.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,vercorin,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/vercorin/,2336.0,13.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,47.0,33.0,Swiss Franc,3.0,3.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,le-seignus,Europe,France,Provence-Alpes-CÃ´te dâAzur,https://www.skiresort.info/ski-resort/le-seignus/,2426.0,25.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,23.5,0.0,European Euro,3.2,3.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,stevens-pass,North America,USA,Washington State,https://www.skiresort.info/ski-resort/stevens-pass/,1750.0,6.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,86.0,US Dollar,2.9,3.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,dynaland,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/dynaland/,1431.0,12.0,9.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,0.0,2100.0,Japanese Yen,2.7,3.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,hoshino-resorts-tomamu,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/hoshino-resorts-tomamu/,1171.0,10.5,8.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,3900.0,Japanese Yen,2.5,2.8,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,perisher,Australia and Oceania,Australia,New South Wales,https://www.skiresort.info/ski-resort/perisher/,2034.0,25.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,106.0,Australian dollar,3.4,3.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,lutsen-mountains,North America,USA,Minnesota,https://www.skiresort.info/ski-resort/lutsen-mountains/,515.0,8.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,77.0,US Dollar,2.9,3.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,watles-malles-venosta-mals,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/watles-malles-venosta-mals/,2520.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,31.5,26.0,European Euro,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
